"","Timestamp","MonitorID","Raw","BatteryVoltage","SensorType","CurrentHour","HourCount","EventCount","HourlyPulses"
"1466",2010-10-09 14:36:00,6,NA,22.5051647165377,0,14,NA,23,9
"1476",2010-10-10 14:36:00,6,NA,21.303021860268,0,14,NA,22,8
"1486",2010-10-11 18:51:00,6,NA,19.8336889560543,0,18,NA,21,8
"1496",2010-10-12 14:05:00,6,NA,21.0891390735803,0,14,NA,22,8
"1506",2010-10-13 11:31:00,6,NA,19.9845407442549,0,11,NA,21,8
"1516",2010-10-14 13:37:00,6,NA,20.3487227206708,0,13,NA,21,8
"1526",2010-10-15 14:55:00,6,NA,19.8251883881797,0,14,NA,21,8
"1536",2010-10-16 15:46:00,6,NA,19.5618285462912,0,15,NA,20,8
"1546",2010-10-17 16:59:00,6,NA,20.3833179204431,0,16,NA,21,8
"1556",2010-10-18 17:44:00,6,NA,19.3259183598778,0,17,NA,20,8
"1566",2010-10-19 13:52:00,6,NA,18.5192060945106,0,13,NA,19,7
"1576",2010-10-20 15:56:00,6,NA,21.5662195733891,0,15,NA,22,9
"1586",2010-10-21 15:50:00,6,NA,19.0952710547085,0,15,NA,20,8
"1596",2010-10-22 15:44:00,6,NA,19.6169805306441,0,15,NA,20,8
"1606",2010-10-23 16:09:00,6,NA,18.9582155698406,0,16,NA,20,7
"1616",2010-10-24 11:45:00,6,NA,18.7216884516966,0,11,NA,19,7
"1636",2010-10-25 11:57:00,6,NA,19.3271706918931,0,11,NA,20,8
"1646",2010-10-26 12:28:00,6,NA,19.4997955993415,0,12,NA,20,8
"1656",2010-10-27 14:28:00,6,NA,19.2830210294224,0,14,NA,20,8
"1666",2010-10-28 15:04:00,6,NA,19.6138191249721,0,15,NA,21,8
"1676",2010-10-29 13:39:00,6,NA,20.1502774809389,0,13,NA,22,9
"1686",2010-10-30 16:10:00,6,NA,19.358385589443,0,16,NA,20,8
"1696",2010-10-31 16:32:00,6,NA,19.0104028320927,0,16,NA,20,8
"1706",2010-11-01 13:19:00,6,NA,18.5956196470013,0,13,NA,19,7
"1716",2010-11-02 11:25:00,6,NA,18.4058994252874,0,11,NA,19,7
"1726",2010-11-03 13:34:00,6,NA,18.4918792774025,0,13,NA,20,8
"1746",2010-11-04 14:58:00,6,NA,19.7581460801354,0,14,NA,21,8
"1756",2010-11-05 13:44:00,6,NA,20.3553560047591,0,13,NA,22,9
"1766",2010-11-06 14:58:00,6,NA,19.9307701281973,0,14,NA,21,8
"1776",2010-11-07 09:46:00,6,NA,19.0053987600024,0,9,NA,21,8
"1786",2010-11-08 14:11:00,6,NA,17.9947212463836,0,14,NA,20,8
"1796",2010-11-09 16:10:00,6,NA,18.5722636109449,0,16,NA,20,8
"1816",2010-11-10 14:20:00,6,NA,17.4564256569792,0,14,NA,19,7
"1826",2010-11-11 15:07:00,6,NA,18.197923683011,0,15,NA,19,7
"1836",2010-11-12 10:29:00,6,NA,18.3014335544132,0,10,NA,19,7
"1846",2010-11-13 15:26:00,6,NA,18.2924331169988,0,15,NA,19,7
"1856",2010-11-14 10:06:00,6,NA,17.4213575208816,0,10,NA,18,7
"1866",2010-11-15 14:26:00,6,NA,17.6948292745831,0,14,NA,18,7
"1876",2010-11-16 11:43:00,6,NA,17.6248478880379,0,11,NA,18,7
"1886",2010-11-17 11:48:00,6,NA,17.8035309031225,0,11,NA,19,7
"1896",2010-11-18 09:43:00,6,NA,18.3369903462985,0,9,NA,19,7
"1906",2010-11-19 12:15:00,6,NA,18.0994318263643,0,12,NA,19,7
"1916",2010-11-20 17:54:00,6,NA,16.5612019355101,0,17,NA,18,7
"1936",2010-11-21 12:05:00,6,NA,18.9366960684835,0,12,NA,20,8
"1956",2010-11-22 13:12:00,6,NA,19.468591470337,0,13,NA,20,9
"1976",2010-11-23 15:07:00,6,NA,19.7321807336531,0,15,NA,21,8
"1996",2010-11-24 12:50:00,6,NA,18.1263296314539,0,12,NA,19,7
"2006",2010-11-25 09:44:00,6,NA,16.9512258189234,0,9,NA,18,7
"2016",2010-11-26 12:40:00,6,NA,17.7030710901038,0,12,NA,18,7
"2026",2010-11-27 17:26:00,6,NA,15.396398212112,0,17,NA,16,6
"2046",2010-11-28 12:26:00,6,NA,16.9899592636918,0,12,NA,18,7
"2056",2010-11-29 13:16:00,6,NA,17.2911668639885,0,13,NA,19,7
"2066",2010-11-30 13:06:00,6,NA,17.7624015194034,0,13,NA,19,7
"2076",2010-12-01 14:40:00,6,NA,18.3144000356963,0,14,NA,19,7
"2096",2010-12-02 12:23:00,6,NA,18.3627777799266,0,12,NA,19,8
"2116",2010-12-03 12:34:00,6,NA,17.313453058155,0,12,NA,19,7
"2126",2010-12-04 11:57:00,6,NA,17.9532927920984,0,11,NA,20,8
"2136",2010-12-05 09:21:00,6,NA,16.213295552347,0,9,NA,18,7
"2146",2010-12-06 12:45:00,6,NA,18.1909923699369,0,12,NA,20,8
"2156",2010-12-07 12:53:00,6,NA,17.6182776376717,0,12,NA,19,8
"2176",2010-12-08 11:43:00,6,NA,18.3912751329326,0,11,NA,20,8
"2196",2010-12-09 17:51:00,6,NA,17.4948351286798,0,17,NA,19,7
"2216",2010-12-10 10:00:00,6,NA,17.282805265214,0,10,NA,18,7
"2226",2010-12-11 17:18:00,6,NA,18.3075706822091,0,17,NA,19,7
"2246",2010-12-12 15:30:00,6,NA,17.2945936120452,0,15,NA,19,7
"2256",2010-12-13 17:23:00,6,NA,18.3388882185873,0,17,NA,20,8
"2276",2010-12-14 11:43:00,6,NA,18.4594456763233,0,11,NA,20,8
"2286",2010-12-15 17:12:00,6,NA,18.3681268196935,0,17,NA,20,8
"2296",2010-12-16 17:07:00,6,NA,20.0687971656161,0,17,NA,21,8
"2316",2010-12-17 13:07:00,6,NA,17.7777159774023,0,13,NA,19,7
"2326",2010-12-18 15:19:00,6,NA,17.6547636932052,0,15,NA,19,8
"2346",2010-12-19 14:32:00,6,NA,19.8915001390993,0,14,NA,21,9
"2366",2010-12-20 16:37:00,6,NA,18.6038413991559,0,16,NA,20,8
"2376",2010-12-21 11:24:00,6,NA,19.195353251683,0,11,NA,21,8
"2386",2010-12-22 11:33:00,6,NA,17.741649453741,0,11,NA,19,8
"2406",2010-12-23 14:09:00,6,NA,18.9788681171942,0,14,NA,20,8
"2416",2010-12-24 09:49:00,6,NA,19.0070780831679,0,9,NA,20,8
"2426",2010-12-25 16:12:00,6,NA,19.81064378937,0,16,NA,21,8
"2436",2010-12-26 13:26:00,6,NA,20.0158782840803,0,13,NA,21,9
"2456",2010-12-27 16:44:00,6,NA,21.5053029331005,0,16,NA,23,9
"2466",2010-12-28 16:28:00,6,NA,20.8106243375659,0,16,NA,22,9
"2486",2010-12-29 12:20:00,6,NA,19.6842027926183,0,12,NA,21,8
"2496",2010-12-30 13:51:00,6,NA,19.1428947402301,0,13,NA,20,8
"2506",2010-12-31 09:59:00,6,NA,18.9547229977028,0,9,NA,20,7
"2516",2011-01-01 11:31:00,6,NA,18.4852696275886,0,11,NA,19,7
"2526",2011-01-02 16:38:00,6,NA,19.4882928722233,0,16,NA,20,8
"2536",2011-01-03 14:05:00,6,NA,17.2021911955371,0,14,NA,18,7
"2546",2011-01-04 17:03:00,6,NA,23.089387997338,0,17,NA,23,9
"2556",2011-01-05 13:11:00,6,NA,20.988690596606,0,13,NA,21,8
"2566",2011-01-06 17:23:00,6,NA,20.1957563375301,0,17,NA,21,8
"2576",2011-01-07 10:46:00,6,NA,19.6099268103909,0,10,NA,20,8
"2586",2011-01-08 10:04:00,6,NA,20.0864136069907,0,10,NA,21,8
"2596",2011-01-09 17:46:00,6,NA,17.8674349553809,0,17,NA,19,8
"2616",2011-01-10 13:11:00,6,NA,19.5821743641488,0,13,NA,21,8
"2626",2011-01-11 12:45:00,6,NA,19.6985032058448,0,12,NA,21,8
"2646",2011-01-12 16:38:00,6,NA,21.1040278445767,0,16,NA,21,8
"2656",2011-01-13 09:42:00,6,NA,20.1094970915063,0,9,NA,21,8
"2666",2011-01-14 12:52:00,6,NA,20.013309641024,0,12,NA,20,8
"2676",2011-01-15 09:52:00,6,NA,20.5766242737561,0,9,NA,21,8
"2686",2011-01-16 17:07:00,6,NA,21.3356780904649,0,17,NA,22,9
"2696",2011-01-17 15:19:00,6,NA,21.4827803084606,0,15,NA,22,9
"2706",2011-01-18 09:24:00,6,NA,20.390937288475,0,9,NA,21,8
"2726",2011-01-19 17:42:00,6,NA,16.9640659280016,0,17,NA,17,7
"2736",2011-01-20 10:01:00,6,NA,20.2429192598129,0,10,NA,20,8
"2746",2011-01-21 16:05:00,6,NA,22.5495317708561,0,16,NA,23,9
"2756",2011-01-22 13:46:00,6,NA,19.2005389179577,0,13,NA,20,7
"2776",2011-01-23 13:46:00,6,NA,21.9849926745449,0,13,NA,22,9
"2786",2011-01-24 13:58:00,6,NA,21.5032328158429,0,13,NA,22,9
"2796",2011-01-25 16:20:00,6,NA,23.6608942053774,0,16,NA,24,10
"2806",2011-01-26 16:47:00,6,NA,19.591718481175,0,16,NA,21,8
"2826",2011-01-27 16:45:00,6,NA,20.9227208833549,0,16,NA,22,9
"2846",2011-01-28 14:55:00,6,NA,22.860076138022,0,14,NA,24,9
"2856",2011-01-29 13:27:00,6,NA,20.8883948336238,0,13,NA,22,8
"2866",2011-01-30 16:13:00,6,NA,20.1584833042745,0,16,NA,21,8
"2876",2011-01-31 13:18:00,6,NA,20.1475353277863,0,13,NA,21,9
"2886",2011-02-01 11:00:00,6,NA,18.9889761220105,0,11,NA,21,8
"2906",2011-02-02 17:31:00,6,NA,17.4055971609153,0,17,NA,19,7
"2916",2011-02-03 09:05:00,6,NA,19.1077198673812,0,9,NA,20,8
"2936",2011-02-04 13:37:00,6,NA,19.1036708328254,0,13,NA,20,7
"2946",2011-02-05 14:40:00,6,NA,21.6275430330345,0,14,NA,22,9
"2956",2011-02-06 14:29:00,6,NA,21.0940001501242,0,14,NA,22,8
"2966",2011-02-07 11:15:00,6,NA,20.8367765645006,0,11,NA,21,8
"2976",2011-02-08 12:25:00,6,NA,22.3445414487435,0,12,NA,22,9
"2986",2011-02-09 09:51:00,6,NA,21.5299583801346,0,9,NA,22,8
"2996",2011-02-10 09:11:00,6,NA,23.3745244183842,0,9,NA,23,9
"3006",2011-02-11 10:28:00,6,NA,21.3285029793412,0,10,NA,22,8
"3016",2011-02-12 11:53:00,6,NA,21.1417613810207,0,11,NA,22,8
"3026",2011-02-13 15:47:00,6,NA,21.867696678543,0,15,NA,22,9
"3046",2011-02-14 13:31:00,6,NA,22.1809823470864,0,13,NA,22,9
"3056",2011-02-15 17:33:00,6,NA,22.520728813327,0,17,NA,23,9
"3076",2011-02-16 11:36:00,6,NA,22.2826934086801,0,11,NA,23,9
"3096",2011-02-17 14:33:00,6,NA,22.2782738052661,0,14,NA,23,9
"3106",2011-02-18 16:54:00,6,NA,22.9580552019091,0,16,NA,24,9
"3126",2011-02-19 17:51:00,6,NA,21.4681331504506,0,17,NA,23,9
"3136",2011-02-20 15:57:00,6,NA,19.6404237987936,0,15,NA,21,8
"3146",2011-02-21 13:16:00,6,NA,25.7223083422602,0,13,NA,26,10
"3156",2011-02-22 10:56:00,6,NA,22.8164614818199,0,10,NA,23,9
"3166",2011-02-23 15:36:00,6,NA,22.2701015083422,0,15,NA,23,9
"3176",2011-02-24 15:22:00,6,NA,21.4483645310473,0,15,NA,22,9
"3186",2011-02-25 15:33:00,6,NA,21.858453179396,0,15,NA,23,9
"3196",2011-02-26 16:44:00,6,NA,24.1836793107374,0,16,NA,25,10
"3206",2011-02-27 16:35:00,6,NA,21.7601194086954,0,16,NA,23,9
"3226",2011-02-28 10:56:00,6,NA,26.3237019856676,0,10,NA,26,11
"3236",2011-03-01 12:05:00,6,NA,21.8557278907431,0,12,NA,23,9
"3246",2011-03-02 12:05:00,6,NA,21.99036415384,0,12,NA,23,9
"3256",2011-03-03 16:17:00,6,NA,21.0510826739043,0,16,NA,22,9
"3266",2011-03-04 17:05:00,6,NA,20.5429134462669,0,17,NA,21,8
"3276",2011-03-05 16:19:00,6,NA,29.7260356011247,0,16,NA,29,12
"3286",2011-03-06 15:32:00,6,NA,27.4337779667323,0,15,NA,28,11
"3296",2011-03-07 14:16:00,6,NA,23.6519900947895,0,14,NA,24,10
"3306",2011-03-08 16:16:00,6,NA,21.8029593724656,0,16,NA,23,9
"3326",2011-03-09 11:19:00,6,NA,20.9777841335899,0,11,NA,22,8
"3336",2011-03-10 17:59:00,6,NA,19.738302024685,0,17,NA,21,8
"3356",2011-03-11 11:50:00,6,NA,21.3714743855827,0,11,NA,22,9
"3366",2011-03-12 13:53:00,6,NA,20.4495186237307,0,13,NA,22,9
"3376",2011-03-13 13:45:00,6,NA,21.7098161348744,0,13,NA,23,9
"3386",2011-03-14 15:00:00,6,NA,21.1230624217666,0,15,NA,22,9
"3406",2011-03-15 11:31:00,6,NA,22.3378012133127,0,11,NA,23,9
"3416",2011-03-16 17:02:00,6,NA,22.159605800647,0,17,NA,23,9
"3426",2011-03-17 13:30:00,6,NA,22.0806089095393,0,13,NA,23,9
"3436",2011-03-18 14:48:00,6,NA,21.7462161044144,0,14,NA,23,9
"3446",2011-03-19 18:29:00,6,NA,23.1826480184902,0,18,NA,24,10
"3466",2011-03-20 15:39:00,6,NA,22.1603926003754,0,15,NA,23,9
"3476",2011-03-21 10:41:00,6,NA,22.367714266283,0,10,NA,23,9
"3486",2011-03-22 12:59:00,6,NA,22.3481885282399,0,12,NA,23,9
"3496",2011-03-23 10:14:00,6,NA,23.0754068038601,0,10,NA,24,9
"3506",2011-03-24 11:35:00,6,NA,22.9400376932522,0,11,NA,24,9
"3526",2011-03-25 16:39:00,6,NA,19.7414948984449,0,16,NA,22,9
"3546",2011-03-26 14:58:00,6,NA,19.0032939537983,0,14,NA,21,9
"3556",2011-03-27 11:31:00,6,NA,22.7911199520278,0,11,NA,23,10
"3566",2011-03-28 12:01:00,6,NA,21.699501172548,0,12,NA,23,9
"3576",2011-03-29 12:45:00,6,NA,18.8174976790567,0,12,NA,21,9
"3596",2011-03-30 17:08:00,6,NA,19.721759172423,0,17,NA,21,9
"3606",2011-03-31 15:54:00,6,NA,19.7189563064193,0,15,NA,22,9
"3626",2011-04-01 12:33:00,6,NA,19.5961719460039,0,12,NA,21,8
"3636",2011-04-02 17:50:00,6,NA,19.3821647427957,0,17,NA,21,8
"3646",2011-04-03 11:18:00,6,NA,20.0392364447221,0,11,NA,21,9
"3656",2011-04-04 17:52:00,6,NA,21.0855547314342,0,17,NA,22,9
"3666",2011-04-05 11:12:00,6,NA,20.581842445161,0,11,NA,22,8
"3676",2011-04-06 13:47:00,6,NA,20.4466164305201,0,13,NA,21,8
"3686",2011-04-07 17:07:00,6,NA,20.9304357375814,0,17,NA,22,9
"3696",2011-04-08 12:31:00,6,NA,21.6835390625508,0,12,NA,23,9
"3706",2011-04-09 13:17:00,6,NA,21.3646809593858,0,13,NA,22,9
"3716",2011-04-10 13:01:00,6,NA,21.4099366723443,0,13,NA,22,9
"3726",2011-04-11 12:03:00,6,NA,20.5060606176788,0,12,NA,22,9
"3736",2011-04-12 11:59:00,6,NA,21.6803534824341,0,11,NA,23,9
"3746",2011-04-13 14:15:00,6,NA,20.7001653798658,0,14,NA,22,9
"3756",2011-04-14 15:33:00,6,NA,21.1841549240873,0,15,NA,22,9
"3766",2011-04-15 12:49:00,6,NA,22.4276499171991,0,12,NA,23,9
"3776",2011-04-16 14:29:00,6,NA,25.7743646987669,0,14,NA,26,10
"3786",2011-04-17 18:13:00,6,NA,20.2248230247587,0,18,NA,21,8
"3796",2011-04-18 15:06:00,6,NA,20.4883136066654,0,15,NA,22,9
"3806",2011-04-19 16:49:00,6,NA,20.8438650607829,0,16,NA,22,9
"3816",2011-04-20 15:36:00,6,NA,20.9397192073052,0,15,NA,22,8
"3826",2011-04-21 12:37:00,6,NA,21.3576827194415,0,12,NA,22,9
"3836",2011-04-22 12:20:00,6,NA,21.1611639251585,0,12,NA,22,9
"3846",2011-04-23 15:39:00,6,NA,21.1590573587386,0,15,NA,22,9
"3856",2011-04-24 11:16:00,6,NA,20.4696851355107,0,11,NA,22,9
"3866",2011-04-25 15:00:00,6,NA,20.1307044805996,0,15,NA,21,8
"3876",2011-04-26 14:18:00,6,NA,20.9240727737194,0,14,NA,22,9
"3886",2011-04-27 17:01:00,6,NA,19.2762731218095,0,17,NA,21,8
"3906",2011-04-28 16:34:00,6,NA,18.511541220416,0,16,NA,20,8
"3916",2011-04-29 13:33:00,6,NA,16.684966890349,0,13,NA,20,9
"3936",2011-04-30 17:15:00,6,NA,21.7355869186405,0,17,NA,23,9
"3946",2011-05-01 17:57:00,6,NA,20.3969001867195,0,17,NA,21,8
"3966",2011-05-02 17:46:00,6,NA,20.5772166113555,0,17,NA,22,8
"3976",2011-05-03 17:49:00,6,NA,21.1947038108265,0,17,NA,22,9
"3986",2011-05-04 16:28:00,6,NA,21.5795700400463,0,16,NA,22,9
"3996",2011-05-05 18:27:00,6,NA,21.1644448413701,0,18,NA,22,9
"4016",2011-05-06 14:14:00,6,NA,20.3588055375528,0,14,NA,21,8
"4026",2011-05-07 14:53:00,6,NA,19.2525081603297,0,14,NA,20,8
"4036",2011-05-08 15:52:00,6,NA,16.1049893883301,0,15,NA,18,7
"4056",2011-05-09 14:26:00,6,NA,14.2389972791852,0,14,NA,18,8
"4066",2011-05-10 14:38:00,6,NA,19.6977681235732,0,14,NA,21,9
"4076",2011-05-11 18:29:00,6,NA,22.1818345812533,0,18,NA,23,9
"4086",2011-05-12 11:59:00,6,NA,20.0361307741374,0,11,NA,21,8
"4096",2011-05-13 15:56:00,6,NA,18.9527596501973,0,15,NA,21,9
"4106",2011-05-14 10:56:00,6,NA,20.3250300264987,0,10,NA,22,9
"4126",2011-05-15 15:42:00,6,NA,22.4347126361976,0,15,NA,23,9
"4136",2011-05-16 15:17:00,6,NA,20.8587293966076,0,15,NA,22,9
"4146",2011-05-17 18:26:00,6,NA,19.7256417829518,0,18,NA,21,9
"4156",2011-05-18 11:41:00,6,NA,22.285204331936,0,11,NA,23,9
"4166",2011-05-19 17:13:00,6,NA,22.3588075820427,0,17,NA,23,9
"4176",2011-05-20 16:57:00,6,NA,21.7611478739852,0,16,NA,23,9
"4186",2011-05-21 14:17:00,6,NA,19.2466654702465,0,14,NA,21,9
"4206",2011-05-22 16:04:00,6,NA,13.5414194217817,0,16,NA,17,8
"4216",2011-05-23 10:03:00,6,NA,19.0303031116467,0,10,NA,20,8
"4226",2011-05-24 18:32:00,6,NA,21.407418126606,0,18,NA,22,9
"4236",2011-05-25 14:32:00,6,NA,23.3026605142697,0,14,NA,24,10
"4256",2011-05-26 16:34:00,6,NA,20.6175107743599,0,16,NA,23,10
"4266",2011-05-27 17:50:00,6,NA,19.5816832514581,0,17,NA,22,9
"4276",2011-05-28 14:05:00,6,NA,21.3088892188781,0,14,NA,23,9
"4296",2011-05-29 12:27:00,6,NA,22.9205077196064,0,12,NA,24,10
"4306",2011-05-30 13:05:00,6,NA,19.1953590919704,0,13,NA,21,9
"4316",2011-05-31 10:22:00,6,NA,21.1086615194203,0,10,NA,23,9
"4326",2011-06-01 11:23:00,6,NA,19.5536853708996,0,11,NA,21,9
"4346",2011-06-02 15:43:00,6,NA,18.9808996906244,0,15,NA,21,8
"4366",2011-06-03 14:46:00,6,NA,19.4453541877751,0,14,NA,21,9
"4376",2011-06-04 12:54:00,6,NA,18.9020335067783,0,12,NA,21,9
"4386",2011-06-05 14:34:00,6,NA,20.0960169151306,0,14,NA,22,9
"4396",2011-06-06 14:50:00,6,NA,20.4953751923623,0,14,NA,22,9
"4406",2011-06-07 13:28:00,6,NA,21.037228814163,0,13,NA,22,9
"4426",2011-06-08 14:47:00,6,NA,20.0067790300824,0,14,NA,21,9
"4436",2011-06-09 13:41:00,6,NA,19.6114017015589,0,13,NA,21,9
"4456",2011-06-10 11:55:00,6,NA,20.7238613693367,0,11,NA,22,9
"4466",2011-06-11 16:01:00,6,NA,20.3695657185954,0,16,NA,22,9
"4476",2011-06-12 13:09:00,6,NA,15.061364870226,0,13,NA,19,8
"4496",2011-06-13 15:38:00,6,NA,15.776638668448,0,15,NA,19,9
"4506",2011-06-14 12:28:00,6,NA,15.3230698960206,0,12,NA,19,8
"4516",2011-06-15 15:17:00,6,NA,15.5274408698963,0,15,NA,19,8
"4526",2011-06-16 13:49:00,6,NA,14.0064266363753,0,13,NA,18,8
"4536",2011-06-17 10:11:00,6,NA,14.9880973718597,0,10,NA,19,8
"4546",2011-06-18 12:16:00,6,NA,15.133529575291,0,12,NA,19,8
"4556",2011-06-19 16:19:00,6,NA,14.7415479995549,0,16,NA,19,9
"4566",2011-06-20 12:45:00,6,NA,14.4633637803941,0,12,NA,18,8
"4576",2011-06-21 12:03:00,6,NA,14.7502232305883,0,12,NA,18,8
"4586",2011-06-22 12:32:00,6,NA,13.4516615183216,0,12,NA,18,8
"4596",2011-06-23 12:33:00,6,NA,14.5250139872354,0,12,NA,18,8
"4606",2011-06-24 18:50:00,6,NA,14.7423112836478,0,18,NA,18,8
"4616",2011-06-25 12:22:00,6,NA,14.7233595693615,0,12,NA,19,8
"4626",2011-06-26 16:01:00,6,NA,14.2126017252437,0,16,NA,18,8
"4646",2011-06-27 17:17:00,6,NA,14.7560955270651,0,17,NA,18,8
"4666",2011-06-28 15:37:00,6,NA,14.036735462877,0,15,NA,18,8
"4676",2011-06-29 12:34:00,6,NA,14.9653736411601,0,12,NA,18,8
"4686",2011-06-30 18:50:00,6,NA,15.1111552409905,0,18,NA,19,8
"4696",2011-07-01 12:56:00,6,NA,13.8840981319039,0,12,NA,18,8
"4706",2011-07-02 11:42:00,6,NA,14.3971748760758,0,11,NA,18,8
"4716",2011-07-03 13:58:00,6,NA,15.642245179797,0,13,NA,19,8
"4726",2011-07-04 16:55:00,6,NA,15.7244237412809,0,16,NA,19,8
"4746",2011-07-05 18:47:00,6,NA,18.7291479121501,0,18,NA,21,9
"4756",2011-07-06 11:28:00,6,NA,18.9652963353595,0,11,NA,21,9
"4766",2011-07-07 14:56:00,6,NA,15.8623310613101,0,14,NA,18,8
"4776",2011-07-08 12:27:00,6,NA,19.376875504052,0,12,NA,21,9
"4786",2011-07-09 17:51:00,6,NA,17.2243303433405,0,17,NA,20,8
"4796",2011-07-10 16:48:00,6,NA,18.2566980137116,0,16,NA,20,9
"4806",2011-07-11 15:14:00,6,NA,15.0791163344508,0,15,NA,18,8
"4826",2011-07-12 12:25:00,6,NA,14.2174570314043,0,12,NA,18,8
"4846",2011-07-13 13:54:00,6,NA,15.0028214824774,0,13,NA,18,8
"4856",2011-07-14 12:55:00,6,NA,13.8743481970027,0,12,NA,16,7
"4876",2011-07-15 16:00:00,6,NA,16.3862531331368,0,16,NA,18,8
"4886",2011-07-16 18:21:00,6,NA,18.3072300446208,0,18,NA,20,8
"4896",2011-07-17 17:24:00,6,NA,16.1382437045219,0,17,NA,18,7
"4916",2011-07-18 18:17:00,6,NA,21.6806230559945,0,18,NA,22,10
"4936",2011-07-19 18:33:00,6,NA,19.8838049743684,0,18,NA,21,9
"4956",2011-07-20 12:08:00,6,NA,15.2474034181591,0,12,NA,18,7
"4966",2011-07-21 15:35:00,6,NA,18.6380157774644,0,15,NA,20,8
"4976",2011-07-22 14:54:00,6,NA,16.3861987376946,0,14,NA,18,8
"4986",2011-07-23 14:24:00,6,NA,15.7432735551401,0,14,NA,18,7
"5006",2011-07-24 17:45:00,6,NA,15.0889456741954,0,17,NA,17,7
"5016",2011-07-25 13:18:00,6,NA,18.1736246738102,0,13,NA,20,8
"5036",2011-07-26 10:45:00,6,NA,18.872387199485,0,10,NA,20,8
"5046",2011-07-27 15:33:00,6,NA,18.0564450109341,0,15,NA,19,8
"5056",2011-07-28 11:10:00,6,NA,17.2280840696498,0,11,NA,19,7
"5066",2011-07-29 17:36:00,6,NA,21.9144782647723,0,17,NA,23,9
"5086",2011-07-30 17:33:00,6,NA,20.3003425039627,0,17,NA,21,8
"5106",2011-07-31 18:38:00,6,NA,17.1856044105229,0,18,NA,19,7
"5116",2011-08-01 15:51:00,6,NA,20.5360732337359,0,15,NA,21,8
"5126",2011-08-02 17:37:00,6,NA,17.7438500686542,0,17,NA,19,7
"5136",2011-08-03 13:21:00,6,NA,17.292433219831,0,13,NA,19,7
"5146",2011-08-04 14:52:00,6,NA,18.0281071245802,0,14,NA,19,8
"5156",2011-08-05 11:37:00,6,NA,15.7180466663612,0,11,NA,18,7
"5166",2011-08-06 14:08:00,6,NA,17.3880429656315,0,14,NA,19,8
"5176",2011-08-07 17:00:00,6,NA,18.3407722033984,0,17,NA,19,8
"5186",2011-08-08 16:30:00,6,NA,19.324134793785,0,16,NA,21,9
"5196",2011-08-09 18:52:00,6,NA,19.3086343519908,0,18,NA,21,9
"5206",2011-08-10 11:19:00,6,NA,17.3446297107877,0,11,NA,20,8
"5226",2011-08-11 10:04:00,6,NA,18.0289480556006,0,10,NA,20,8
"5236",2011-08-12 11:58:00,6,NA,17.95952562006,0,11,NA,20,8
"5246",2011-08-13 13:03:00,6,NA,18.7395355838197,0,13,NA,21,8
"5256",2011-08-14 16:44:00,6,NA,16.8402674330912,0,16,NA,19,8
"5266",2011-08-15 18:54:00,6,NA,18.3564421083048,0,18,NA,21,8
"5276",2011-08-16 15:17:00,6,NA,16.8034482497295,0,15,NA,19,8
"5286",2011-08-17 16:46:00,6,NA,15.8000865612754,0,16,NA,19,8
"5296",2011-08-18 17:22:00,6,NA,19.355962874542,0,17,NA,20,8
"5306",2011-08-19 13:17:00,6,NA,16.0894807032538,0,13,NA,18,7
"5316",2011-08-20 14:13:00,6,NA,19.5891166543763,0,14,NA,21,9
"5336",2011-08-21 11:20:00,6,NA,16.5407627054856,0,11,NA,18,7
"5346",2011-08-22 18:09:00,6,NA,17.2096848137273,0,18,NA,19,7
"5366",2011-08-23 13:48:00,6,NA,22.1690987196658,0,13,NA,23,9
"5386",2011-08-24 16:57:00,6,NA,15.4457906652582,0,16,NA,17,7
"5406",2011-08-25 16:51:00,6,NA,16.5833039419797,0,16,NA,19,8
"5416",2011-08-26 11:51:00,6,NA,19.2505223021267,0,11,NA,21,9
"5426",2011-08-27 15:28:00,6,NA,16.0469634567744,0,15,NA,18,7
"5436",2011-08-28 12:08:00,6,NA,17.5579408715871,0,12,NA,19,8
"5446",2011-08-29 12:15:00,6,NA,15.6128002990176,0,12,NA,18,7
"5456",2011-08-30 15:20:00,6,NA,18.1534106182737,0,15,NA,20,8
"5466",2011-08-31 11:20:00,6,NA,17.2790772483176,0,11,NA,19,7
"5476",2011-09-01 16:14:00,6,NA,18.0327040901708,0,16,NA,20,8
"5486",2011-09-02 14:13:00,6,NA,15.0036998914475,0,14,NA,17,7
"5496",2011-09-03 13:02:00,6,NA,19.0072779243152,0,13,NA,21,8
"5506",2011-09-04 11:25:00,6,NA,16.0627456151467,0,11,NA,18,7
"5516",2011-09-05 16:16:00,6,NA,18.4288604187074,0,16,NA,20,8
"5526",2011-09-06 18:09:00,6,NA,17.1581844383958,0,18,NA,19,8
"5536",2011-09-07 12:54:00,6,NA,21.0947085051125,0,12,NA,22,9
"5556",2011-09-08 18:10:00,6,NA,15.7948610630027,0,18,NA,17,7
"5566",2011-09-09 18:23:00,6,NA,17.7098642167805,0,18,NA,19,7
"5576",2011-09-10 16:29:00,6,NA,18.5742658343964,0,16,NA,20,8
"5596",2011-09-11 13:50:00,6,NA,17.0297947154409,0,13,NA,18,7
"5606",2011-09-12 14:29:00,6,NA,16.4243010914179,0,14,NA,18,7
"5626",2011-09-13 11:21:00,6,NA,18.0771642738084,0,11,NA,19,8
"5636",2011-09-14 12:18:00,6,NA,16.4537081933947,0,12,NA,18,7
