"","DateTime","USAF","CloudHeight","Temperature.C","Dewpoint.C","SeaLevelPressure.HPA","RelativeHumidity"
"19079",2012-12-16 06:00:00,634020,22000,15.6,12.4,9999.9,81
"19080",2012-12-16 09:00:00,634020,22000,26.2,15.5,9999.9,52
"19081",2012-12-18 03:00:00,634020,810,14.2,14.2,9999.9,100
"19082",2012-12-18 09:00:00,634020,22000,24.4,17,9999.9,63
"19083",2012-12-18 12:00:00,634020,22000,25.8,14.5,9999.9,50
"19084",2012-12-19 03:00:00,634020,4500,12,12,9999.9,100
"19085",2012-12-19 06:00:00,634020,4500,16.4,14.4,9999.9,88
"19086",2012-12-19 12:00:00,634020,22000,26.6,14.6,9999.9,48
"19087",2012-12-19 15:00:00,634020,22000,25.8,13.9,9999.9,48
"19088",2012-12-20 06:00:00,634020,22000,12.4,11.6,9999.9,95
"19089",2012-12-20 09:00:00,634020,22000,23.8,11.7,9999.9,47
"19090",2012-12-20 12:00:00,634020,22000,26,12.6,9999.9,43
"19091",2012-12-21 03:00:00,634020,22000,11,11,9999.9,100
"19092",2012-12-21 06:00:00,634020,22000,15,13.1,9999.9,88
"19093",2012-12-21 09:00:00,634020,22000,25,13.5,9999.9,49
"19094",2012-12-21 12:00:00,634020,22000,28.4,14.3,9999.9,42
"19095",2012-12-21 15:00:00,634020,3000,26,13.8,9999.9,47
"19096",2012-12-22 06:00:00,634020,4500,16.4,15.4,9999.9,94
"19097",2012-12-23 09:00:00,634020,4500,24.8,14.5,9999.9,53
"19098",2012-12-23 15:00:00,634020,22000,26.4,14.3,9999.9,47
"19099",2012-12-24 09:00:00,634020,22000,23.6,15.1,9999.9,59
"19100",2012-12-24 12:00:00,634020,22000,26.4,11.6,9999.9,40
"19101",2012-12-25 06:00:00,634020,22000,12.8,12.8,9999.9,100
"19102",2012-12-25 09:00:00,634020,22000,24.8,13.8,9999.9,50
"19103",2012-12-25 12:00:00,634020,22000,27,11.2,9999.9,37
"19104",2012-12-26 06:00:00,634020,22000,12.6,11.6,9999.9,94
"19105",2012-12-26 09:00:00,634020,22000,25,8.3,9999.9,35
"19106",2012-12-26 12:00:00,634020,22000,27.4,10.8,9999.9,36
"19107",2012-12-26 15:00:00,634020,22000,26.4,11.5,9999.9,39
"19108",2012-12-27 03:00:00,634020,22000,8.8,8.8,9999.9,100
"19109",2012-12-27 09:00:00,634020,22000,24.6,13.5,9999.9,50
"19110",2012-12-27 15:00:00,634020,4500,27,11.2,9999.9,37
"19111",2012-12-28 09:00:00,634020,22000,25.6,14.1,9999.9,49
"19112",2012-12-28 12:00:00,634020,22000,28,12.6,9999.9,39
"19113",2012-12-29 03:00:00,634020,4500,10.6,10.6,9999.9,100
"19114",2012-12-29 06:00:00,634020,4500,14.2,13.2,9999.9,94
"19115",2012-12-29 09:00:00,634020,22000,25,13.3,9999.9,48
"19116",2012-12-30 09:00:00,634020,22000,24.8,13.9,9999.9,51
"19117",2012-12-30 12:00:00,634020,22000,27.2,13,9999.9,42
"19118",2012-12-31 03:00:00,634020,22000,9.5,9.5,9999.9,100
"19119",2012-12-31 06:00:00,634020,22000,12.8,12.2,9999.9,96
"19120",2012-12-31 09:00:00,634020,22000,24.4,13.6,9999.9,51
"19121",2012-12-31 12:00:00,634020,22000,26.5,11.5,9999.9,39
"19122",2013-01-01 06:00:00,634020,22000,11.4,11.1,9999.9,98
"19123",2013-01-01 09:00:00,634020,22000,24.6,12.4,9999.9,47
"19124",2013-01-02 12:00:00,634020,22000,28,12.6,9999.9,39
"19125",2013-01-03 12:00:00,634020,10500,27.2,11.5,9999.9,38
"19126",2013-01-04 12:00:00,634020,22000,28.4,10.1,9999.9,32
"19127",2013-01-05 03:00:00,634020,22000,7.8,7.8,9999.9,100
"19128",2013-01-05 12:00:00,634020,750,27.6,12.4,9999.9,39
"19129",2013-01-05 15:00:00,634020,22000,27.4,13.6,9999.9,43
"19130",2013-01-06 06:00:00,634020,780,15.6,14.4,9999.9,93
"19131",2013-01-06 09:00:00,634020,4500,22.6,15.5,9999.9,64
"19132",2013-01-06 12:00:00,634020,22000,27.4,14.8,9999.9,46
"19133",2013-01-07 06:00:00,634020,4500,14.8,14.2,9999.9,96
"19134",2013-01-07 12:00:00,634020,4500,29,15.7,9999.9,45
"19135",2013-01-07 15:00:00,634020,22000,24,15.5,9999.9,59
"19136",2013-01-08 03:00:00,634020,3000,13.2,13.2,9999.9,100
"19137",2013-01-08 06:00:00,634020,4500,15.2,14.6,9999.9,96
"19138",2013-01-08 09:00:00,634020,4500,26.3,14.7,9999.9,49
"19139",2013-01-08 12:00:00,634020,900,25.4,14.7,9999.9,52
"19140",2013-01-09 12:00:00,634020,750,26.6,14.5,9999.9,47
"19141",2013-01-10 03:00:00,634020,810,16,15.4,9999.9,96
"19142",2013-01-10 09:00:00,634020,870,25.4,15.2,9999.9,53
"19143",2013-01-10 12:00:00,634020,4500,27.8,14.9,9999.9,45
"19144",2013-01-11 03:00:00,634020,780,14,14,9999.9,100
"19145",2013-01-11 06:00:00,634020,810,15.4,15.1,9999.9,98
"19146",2013-01-11 12:00:00,634020,22000,24.5,16.3,9999.9,60
"19147",2013-01-11 15:00:00,634020,3000,23,16.3,9999.9,66
"19148",2013-01-12 03:00:00,634020,630,15,15,9999.9,100
"19149",2013-01-12 06:00:00,634020,22000,17.4,15.2,9999.9,87
"19150",2013-01-12 09:00:00,634020,4500,24.2,16.5,9999.9,62
"19151",2013-01-13 06:00:00,634020,15,13.6,13.6,9999.9,100
"19152",2013-01-13 09:00:00,634020,22000,24.4,15.4,9999.9,57
"19153",2013-01-14 06:00:00,634020,22000,12.2,11.7,9999.9,97
"19154",2013-01-14 09:00:00,634020,22000,25.2,12.5,9999.9,45
"19155",2013-01-15 03:00:00,634020,22000,9,9,9999.9,100
"19156",2013-01-15 12:00:00,634020,22000,29,13.9,9999.9,40
"19157",2013-01-16 03:00:00,634020,22000,8.8,8.8,9999.9,100
"19158",2013-01-16 06:00:00,634020,22000,11.8,11.8,9999.9,100
"19159",2013-01-16 09:00:00,634020,10500,25.8,13.2,9999.9,46
"19160",2013-01-16 12:00:00,634020,22000,28.4,13.9,9999.9,41
"19161",2013-01-17 06:00:00,634020,22000,12.8,12.5,9999.9,98
"19162",2013-01-17 09:00:00,634020,22000,26.2,13.7,9999.9,46
"19163",2013-01-18 03:00:00,634020,22000,9,9,9999.9,100
"19164",2013-01-18 06:00:00,634020,22000,12.6,12.3,9999.9,98
"19165",2013-01-18 09:00:00,634020,22000,25.5,15,9999.9,52
"19166",2013-01-18 12:00:00,634020,22000,28.4,14.2,9999.9,42
"19167",2013-01-18 15:00:00,634020,22000,27.8,14.4,9999.9,44
"19168",2013-01-19 03:00:00,634020,22000,10.2,10.2,9999.9,100
"19169",2013-01-19 06:00:00,634020,22000,13,13,9999.9,100
"19170",2013-01-19 12:00:00,634020,22000,29,13.9,9999.9,40
"19171",2013-01-20 12:00:00,634020,22000,29.8,12.6,9999.9,35
"19172",2013-01-21 06:00:00,634020,22000,9.8,9.3,9999.9,97
"19173",2013-01-21 15:00:00,634020,22000,29,8.9,9999.9,29
"19174",2013-01-22 06:00:00,634020,22000,10.4,9,9999.9,91
"19175",2013-01-22 09:00:00,634020,22000,26.6,10.6,9999.9,37
"19176",2013-01-22 12:00:00,634020,22000,29.8,11.3,9999.9,32
"19177",2013-01-23 12:00:00,634020,6000,29,9.7,9999.9,30
"19178",2013-01-24 06:00:00,634020,22000,10.3,9.8,9999.9,97
"19179",2013-01-24 09:00:00,634020,22000,26.5,10.5,9999.9,37
"19180",2013-01-25 12:00:00,634020,22000,27.6,9.9,9999.9,33
"19181",2013-01-25 15:00:00,634020,22000,28,11.3,9999.9,35
"19182",2013-01-26 06:00:00,634020,4500,13,12.4,9999.9,96
"19183",2013-01-26 09:00:00,634020,22000,23.8,13.1,9999.9,51
"19184",2013-01-26 12:00:00,634020,22000,28.8,11.6,9999.9,35
"19185",2013-01-27 06:00:00,634020,4500,17,16.5,9999.9,97
"19186",2013-01-27 12:00:00,634020,4500,28.6,14.1,9999.9,41
"19187",2013-01-27 15:00:00,634020,3000,28.2,12.4,9999.9,38
"19188",2013-01-28 06:00:00,634020,22000,14.6,13.6,9999.9,94
"19189",2013-01-28 09:00:00,634020,22000,26.4,14.6,9999.9,48
"19190",2013-01-28 12:00:00,634020,22000,29.4,13.6,9999.9,38
"19191",2013-01-29 06:00:00,634020,4500,15.4,13.5,9999.9,88
"19192",2013-01-29 09:00:00,634020,22000,27.8,14.5,9999.9,44
"19193",2013-01-30 12:00:00,634020,840,25,14.4,9999.9,52
"19194",2013-01-30 15:00:00,634020,22000,24,15,9999.9,57
"19195",2013-01-31 09:00:00,634020,240,23.8,11.3,9999.9,45
"19196",2013-02-01 06:00:00,634020,4500,16.8,15.4,9999.9,91
"19197",2013-02-01 09:00:00,634020,22000,25.4,12.1,9999.9,44
"19198",2013-02-02 00:00:00,634020,4500,15,15,9999.9,100
"19199",2013-02-02 06:00:00,634020,810,16.2,14.6,9999.9,90
"19200",2013-02-02 12:00:00,634020,22000,25.8,14.6,9999.9,50
"19201",2013-02-02 15:00:00,634020,10500,26.2,15.8,9999.9,53
"19202",2013-02-03 06:00:00,634020,22000,16.4,15.1,9999.9,92
"19203",2013-02-03 09:00:00,634020,22000,25,15.5,9999.9,56
"19204",2013-02-03 15:00:00,634020,22000,28.2,14.4,9999.9,43
"19205",2013-02-05 12:00:00,634020,870,30.4,15.2,9999.9,40
"19206",2013-02-06 06:00:00,634020,4500,15.8,15.6,9999.9,99
"19207",2013-02-06 09:00:00,634020,4500,22,16,9999.9,69
"19208",2013-02-06 12:00:00,634020,4500,25.4,14.8,9999.9,52
"19209",2013-02-06 15:00:00,634020,22000,26.6,14.5,9999.9,47
"19210",2013-02-07 06:00:00,634020,810,17.4,15.2,9999.9,87
"19211",2013-02-07 09:00:00,634020,22000,24.4,16.3,9999.9,61
"19212",2013-02-07 12:00:00,634020,4500,27.8,14.9,9999.9,45
"19213",2013-02-07 15:00:00,634020,22000,26.2,15.1,9999.9,51
"19214",2013-02-08 03:00:00,634020,4500,14,14,9999.9,100
"19215",2013-02-08 06:00:00,634020,4500,16.2,14.9,9999.9,92
"19216",2013-02-08 09:00:00,634020,22000,25.2,12.3,9999.9,45
"19217",2013-02-08 12:00:00,634020,22000,28.2,12,9999.9,37
"19218",2013-02-09 03:00:00,634020,22000,10.4,10.4,9999.9,100
"19219",2013-02-09 06:00:00,634020,22000,13.6,12.6,9999.9,94
"19220",2013-02-09 09:00:00,634020,22000,26.6,12.6,9999.9,42
"19221",2013-02-09 12:00:00,634020,22000,29,11.9,9999.9,35
"19222",2013-02-10 03:00:00,634020,1200,11.2,11.2,9999.9,100
"19223",2013-02-10 06:00:00,634020,22000,16.4,14.2,9999.9,87
"19224",2013-02-10 09:00:00,634020,22000,26.6,14.5,9999.9,47
"19225",2013-02-10 12:00:00,634020,22000,28,14.1,9999.9,43
"19226",2013-02-10 15:00:00,634020,870,26.4,13.6,9999.9,45
"19227",2013-02-11 06:00:00,634020,22000,15.4,13.8,9999.9,90
"19228",2013-02-11 09:00:00,634020,22000,26.8,11.3,9999.9,38
"19229",2013-02-11 12:00:00,634020,22000,30.2,13.3,9999.9,36
"19230",2013-02-11 15:00:00,634020,22000,29,9.7,9999.9,30
"19231",2013-02-12 03:00:00,634020,4500,13.4,13,9999.9,97
"19232",2013-02-12 06:00:00,634020,22000,16.5,14.2,9999.9,86
"19233",2013-02-12 12:00:00,634020,22000,29,12.6,9999.9,36
"19234",2013-02-13 03:00:00,634020,22000,11.8,11.8,9999.9,100
"19235",2013-02-13 06:00:00,634020,22000,16,14.4,9999.9,90
"19236",2013-02-13 09:00:00,634020,22000,27,14.6,9999.9,47
"19237",2013-02-13 12:00:00,634020,22000,29.8,13.3,9999.9,36
"19238",2013-02-13 15:00:00,634020,22000,28.8,11.9,9999.9,35
"19239",2013-02-14 06:00:00,634020,4500,15.6,14.6,9999.9,94
"19240",2013-02-14 09:00:00,634020,22000,29.6,10.7,9999.9,31
"19241",2013-02-14 12:00:00,634020,22000,28.2,14.2,9999.9,42
"19242",2013-02-14 15:00:00,634020,22000,28.6,10.1,9999.9,32
"19243",2013-02-15 03:00:00,634020,22000,8.4,8.4,9999.9,100
"19244",2013-02-15 06:00:00,634020,22000,13.4,11.7,9999.9,89
"19245",2013-02-15 09:00:00,634020,22000,27,15,9999.9,48
"19246",2013-02-15 12:00:00,634020,22000,28.2,10.3,9999.9,33
"19247",2013-02-16 03:00:00,634020,22000,6.6,6.6,9999.9,100
"19248",2013-02-16 06:00:00,634020,22000,12.6,10,9999.9,84
"19249",2013-02-16 09:00:00,634020,22000,27.2,13.1,9999.9,42
"19250",2013-02-16 15:00:00,634020,22000,29.6,12.3,9999.9,35
"19251",2013-02-17 03:00:00,634020,4500,8.6,8.6,9999.9,100
"19252",2013-02-17 06:00:00,634020,22000,13.4,11.1,9999.9,86
"19253",2013-02-17 09:00:00,634020,22000,26.8,9.2,9999.9,33
"19254",2013-02-17 12:00:00,634020,22000,28.6,11.7,9999.9,35
"19255",2013-02-17 15:00:00,634020,22000,29.2,12.2,9999.9,35
"19256",2013-02-18 03:00:00,634020,22000,4.8,4.8,9999.9,100
"19257",2013-02-18 06:00:00,634020,22000,9.8,8,9999.9,89
"19258",2013-02-18 09:00:00,634020,22000,27.2,9.3,9999.9,33
"19259",2013-02-18 12:00:00,634020,22000,30.2,9.2,9999.9,27
"19260",2013-02-19 06:00:00,634020,22000,13.6,10.3,9999.9,80
"19261",2013-02-19 09:00:00,634020,22000,28,12.6,9999.9,39
"19262",2013-02-19 12:00:00,634020,22000,30.6,10.7,9999.9,29
"19263",2013-02-19 15:00:00,634020,22000,30.4,11.7,9999.9,32
"19264",2013-02-20 03:00:00,634020,22000,10.6,10.6,9999.9,100
"19265",2013-02-20 06:00:00,634020,22000,15.6,13.4,9999.9,87
"19266",2013-02-20 09:00:00,634020,22000,27.8,14.5,9999.9,44
"19267",2013-02-20 12:00:00,634020,22000,31.4,14.3,9999.9,36
"19268",2013-02-20 15:00:00,634020,22000,30,15.2,9999.9,41
"19269",2013-02-21 03:00:00,634020,22000,9.2,9.2,9999.9,100
"19270",2013-02-21 06:00:00,634020,4500,13.8,11.8,9999.9,88
"19271",2013-02-21 12:00:00,634020,900,28.2,14.5,9999.9,43
"19272",2013-02-21 15:00:00,634020,22000,28,14.4,9999.9,43
"19273",2013-02-22 03:00:00,634020,22000,12.6,12.6,9999.9,100
"19274",2013-02-22 06:00:00,634020,22000,17.4,13.9,9999.9,80
"19275",2013-02-22 15:00:00,634020,900,28.2,15,9999.9,45
"19276",2013-02-23 06:00:00,634020,22000,16.4,13.2,9999.9,81
"19277",2013-02-23 09:00:00,634020,22000,28.6,12.1,9999.9,36
"19278",2013-02-23 12:00:00,634020,22000,30.2,12.4,9999.9,34
"19279",2013-02-23 15:00:00,634020,22000,28.8,12.8,9999.9,37
"19280",2013-02-24 03:00:00,634020,22000,7.4,7.4,9999.9,100
"19281",2013-02-24 06:00:00,634020,22000,13.8,11.5,9999.9,86
"19282",2013-02-24 09:00:00,634020,22000,28.5,10.1,9999.9,32
"19283",2013-02-24 12:00:00,634020,22000,32.4,6.6,9999.9,20
"19284",2013-02-24 15:00:00,634020,22000,31.2,4.9,9999.9,19
"19285",2013-02-25 03:00:00,634020,22000,8.5,7.6,9999.9,94
"19286",2013-02-25 06:00:00,634020,22000,16,11,9999.9,72
"19287",2013-02-25 09:00:00,634020,22000,28.6,11.3,9999.9,34
"19288",2013-02-25 12:00:00,634020,22000,30,8.9,9999.9,27
"19289",2013-02-25 15:00:00,634020,22000,31,9.5,9999.9,26
"19290",2013-02-26 09:00:00,634020,22000,28,9.6,9999.9,32
"19291",2013-02-26 15:00:00,634020,22000,29.6,9.2,9999.9,28
"19292",2013-02-27 03:00:00,634020,22000,5.6,5.6,9999.9,100
"19293",2013-02-27 06:00:00,634020,22000,14.4,9.2,9999.9,71
"19294",2013-02-28 12:00:00,634020,4500,30.2,11.9,9999.9,33
"19295",2013-02-28 15:00:00,634020,4500,31,10.5,9999.9,28
"19296",2013-03-01 09:00:00,634020,22000,27.8,14.1,9999.9,43
"19297",2013-03-01 12:00:00,634020,22000,31.2,13.9,9999.9,35
"19298",2013-03-02 12:00:00,634020,4500,29.2,14.5,9999.9,41
"19299",2013-03-03 03:00:00,634020,22000,14.2,13.9,9999.9,98
"19300",2013-03-03 09:00:00,634020,22000,27,15,9999.9,48
"19301",2013-03-03 12:00:00,634020,22000,30,15.6,9999.9,42
"19302",2013-03-04 06:00:00,634020,4500,17.6,14.5,9999.9,82
"19303",2013-03-04 09:00:00,634020,840,26,14.9,9999.9,50
"19304",2013-03-05 03:00:00,634020,4500,11,10.6,9999.9,97
"19305",2013-03-05 12:00:00,634020,4500,31.5,14.3,9999.9,35
"19306",2013-03-06 03:00:00,634020,780,16.8,15.4,9999.9,91
"19307",2013-03-06 06:00:00,634020,3000,20.8,16.5,9999.9,76
"19308",2013-03-07 03:00:00,634020,2400,16.2,15.5,9999.9,96
"19309",2013-03-07 06:00:00,634020,3000,18.6,16.5,9999.9,88
"19310",2013-03-07 09:00:00,634020,22000,28,14.4,9999.9,43
"19311",2013-03-07 12:00:00,634020,900,28.8,15.1,9999.9,43
"19312",2013-03-07 15:00:00,634020,900,26.2,15.3,9999.9,51
"19313",2013-03-08 03:00:00,634020,1200,15.6,15.6,9999.9,100
"19314",2013-03-08 06:00:00,634020,840,18,16.5,9999.9,91
"19315",2013-03-08 09:00:00,634020,4500,24.2,16.5,9999.9,62
"19316",2013-03-08 12:00:00,634020,930,26.4,15.4,9999.9,51
"19317",2013-03-08 15:00:00,634020,22000,26.8,16.2,9999.9,52
"19318",2013-03-09 03:00:00,634020,810,16.6,15.6,9999.9,94
"19319",2013-03-09 06:00:00,634020,22000,20.2,15.7,9999.9,75
"19320",2013-03-09 09:00:00,634020,4500,26.5,16.2,9999.9,53
"19321",2013-03-09 12:00:00,634020,22000,29.4,15.9,9999.9,44
"19322",2013-03-10 06:00:00,634020,4500,17.6,16.7,9999.9,94
"19323",2013-03-10 09:00:00,634020,22000,26.4,15.4,9999.9,51
"19324",2013-03-10 12:00:00,634020,4500,28.2,16,9999.9,48
"19325",2013-03-10 15:00:00,634020,3000,27,15,9999.9,48
"19326",2013-03-11 03:00:00,634020,750,15,15,9999.9,100
"19327",2013-03-11 06:00:00,634020,4500,18.6,16.2,9999.9,86
"19328",2013-03-11 09:00:00,634020,1200,23.4,15.9,9999.9,63
"19329",2013-03-11 12:00:00,634020,4500,28,14.4,9999.9,43
"19330",2013-03-12 03:00:00,634020,750,15,13.4,1017.5,90
"19331",2013-03-12 06:00:00,634020,4500,18,16.5,9999.9,91
"19332",2013-03-12 09:00:00,634020,22000,26.6,15.3,9999.9,50
"19333",2013-03-12 12:00:00,634020,4500,28.2,16.5,9999.9,49
"19334",2013-03-12 15:00:00,634020,930,26,17.6,9999.9,60
"19335",2013-03-13 03:00:00,634020,4500,15.8,14.9,9999.9,94
"19336",2013-03-13 09:00:00,634020,22000,23.4,16.4,9999.9,65
"19337",2013-03-14 03:00:00,634020,4500,14.4,14.4,1007.8,100
"19338",2013-03-14 06:00:00,634020,22000,18.6,16.5,1006.5,88
"19339",2013-03-14 09:00:00,634020,22000,25.8,14.6,1000.7,50
"19340",2013-03-14 12:00:00,634020,870,27.8,16.3,995.4,50
"19341",2013-03-15 03:00:00,634020,4500,15.2,15.2,9999.9,100
"19342",2013-03-15 06:00:00,634020,4500,19.6,17.3,9999.9,87
"19343",2013-03-15 09:00:00,634020,4500,24.8,16.2,9999.9,59
"19344",2013-03-15 12:00:00,634020,870,24.2,15.2,9999.9,57
"19345",2013-03-16 03:00:00,634020,4500,15,15,9999.9,100
"19346",2013-03-16 06:00:00,634020,22000,20,16.4,9999.9,80
"19347",2013-03-16 09:00:00,634020,22000,27.8,14.9,997.8,45
"19348",2013-03-16 12:00:00,634020,1200,30,13.3,993.7,36
"19349",2013-03-16 15:00:00,634020,3000,27.6,17.2,994.5,53
"19350",2013-03-17 03:00:00,634020,870,16.6,15.7,1003.8,94
"19351",2013-03-17 09:00:00,634020,22000,26.4,17,998.9,56
"19352",2013-03-17 12:00:00,634020,870,28.2,14.6,994.8,44
"19353",2013-03-18 03:00:00,634020,4500,14,14,1006.9,100
"19354",2013-03-18 06:00:00,634020,4500,15.4,14.9,9999.9,97
"19355",2013-03-18 09:00:00,634020,4500,24.4,17,9999.9,63
"19356",2013-03-18 12:00:00,634020,4500,28.4,14.2,9999.9,42
"19357",2013-03-19 03:00:00,634020,22000,13,13,9999.9,100
"19358",2013-03-19 06:00:00,634020,22000,17,15.9,1005.6,93
"19359",2013-03-19 09:00:00,634020,22000,25.2,15,1000.2,53
"19360",2013-03-19 12:00:00,634020,22000,28.4,14.2,9999.9,42
"19361",2013-03-19 15:00:00,634020,4500,28,14.4,993.6,43
"19362",2013-03-20 03:00:00,634020,750,14,14,1008.1,100
"19363",2013-03-20 06:00:00,634020,810,15.8,15.8,9999.9,100
"19364",2013-03-20 09:00:00,634020,4500,22.4,16.7,9999.9,70
"19365",2013-03-20 12:00:00,634020,870,27.4,16.5,996.6,51
"19366",2013-03-20 15:00:00,634020,870,25,17.7,997.8,64
"19367",2013-03-21 03:00:00,634020,22000,12.2,12.2,9999.9,100
"19368",2013-03-21 06:00:00,634020,22000,16.9,15.8,9999.9,93
"19369",2013-03-21 09:00:00,634020,22000,25.5,16.9,1002.3,59
"19370",2013-03-21 12:00:00,634020,22000,27.8,13.3,996.6,41
"19371",2013-03-21 15:00:00,634020,22000,28,14.4,995.4,43
"19372",2013-03-22 12:00:00,634020,4500,26.8,15.8,996.6,51
"19373",2013-03-23 06:00:00,634020,22000,19.8,16.2,9999.9,80
"19374",2013-03-23 09:00:00,634020,22000,25.8,16.1,1000.7,55
"19375",2013-03-24 15:00:00,634020,4500,26.6,18,995.7,59
"19376",2013-03-25 06:00:00,634020,4500,18.2,16.7,1005.6,91
"19377",2013-03-25 09:00:00,634020,4500,26,15.6,1001,53
"19378",2013-03-25 12:00:00,634020,4500,28.4,14.2,996.9,42
"19379",2013-03-26 03:00:00,634020,3000,14,14,1008.1,100
"19380",2013-03-26 06:00:00,634020,22000,19,16,1006.8,83
"19381",2013-03-26 09:00:00,634020,22000,26,16.1,9999.9,54
"19382",2013-03-27 06:00:00,634020,4500,20.5,16.4,9999.9,77
"19383",2013-03-27 09:00:00,634020,22000,26.8,12.1,9999.9,40
"19384",2013-03-27 12:00:00,634020,22000,29.8,13.4,9999.9,37
"19385",2013-03-27 15:00:00,634020,3000,28,12.6,994.8,39
"19386",2013-03-28 06:00:00,634020,22000,16,15.4,9999.9,96
"19387",2013-03-28 09:00:00,634020,22000,27,16.8,9999.9,54
"19388",2013-03-29 09:00:00,634020,22000,26.6,14.2,9999.9,47
"19389",2013-03-29 15:00:00,634020,4500,28,12.6,996.6,39
"19390",2013-03-30 03:00:00,634020,22000,10,10,9999.9,100
"19391",2013-03-31 03:00:00,634020,22000,9.4,9.4,9999.9,100
"19392",2013-03-31 09:00:00,634020,22000,28,12.6,9999.9,39
"19393",2013-04-01 04:00:00,634020,3000,9,9,9999.9,100
"19394",2013-04-01 09:00:00,634020,6000,27.4,1.5,9999.9,19
"19395",2013-04-02 06:00:00,634020,22000,18.2,13.9,9999.9,76
"19396",2013-04-02 09:00:00,634020,22000,26,5.9,9999.9,28
"19397",2013-04-02 15:00:00,634020,22000,30.6,10.7,9999.9,29
"19398",2013-04-03 03:00:00,634020,22000,10.6,10.6,9999.9,100
"19399",2013-04-05 03:00:00,634020,4500,14.5,13.7,1008.4,95
"19400",2013-04-05 06:00:00,634020,4500,19.2,14.4,9999.9,74
"19401",2013-04-05 09:00:00,634020,22000,28,16,9999.9,48
"19402",2013-04-05 12:00:00,634020,4500,29.4,13.7,996.4,38
"19403",2013-04-06 12:00:00,634020,4500,29.8,14.6,994.3,40
"19404",2013-04-06 15:00:00,634020,22000,27,15,995.4,48
"19405",2013-04-09 03:00:00,634020,22000,12.2,12.2,9999.9,100
"19406",2013-04-10 06:00:00,634020,22000,17.6,14.5,1007.7,82
"19407",2013-04-11 12:00:00,634020,22000,31,10.5,994.3,28
"19408",2013-04-11 15:00:00,634020,22000,30.8,12.4,991.9,32
"19409",2013-04-12 06:00:00,634020,780,18,14.9,1006.8,82
"19410",2013-04-12 12:00:00,634020,3000,29.8,4.7,9999.9,20
"19411",2013-04-13 03:00:00,634020,4500,12.8,12.8,9999.9,100
"19412",2013-04-13 06:00:00,634020,4500,18.2,14.8,1008,81
"19413",2013-04-14 03:00:00,634020,750,15,15,9999.9,100
"19414",2013-04-14 06:00:00,634020,4500,17.2,15.4,9999.9,89
"19415",2013-04-14 12:00:00,634020,4500,27.6,15.4,9999.9,47
"19416",2013-04-15 06:00:00,634020,22000,16.2,14.6,9999.9,90
"19417",2013-04-15 15:00:00,634020,22000,28.5,14.2,995.2,42
"19418",2013-04-16 06:00:00,634020,3000,19,14.7,1005.6,76
"19419",2013-04-16 12:00:00,634020,3000,30.2,11,994.3,31
"19420",2013-04-16 15:00:00,634020,3000,29,13.9,993.7,40
"19421",2013-04-17 06:00:00,634020,22000,21.2,16.4,9999.9,74
"19422",2013-04-18 03:00:00,634020,660,14.8,14.8,9999.9,100
"19423",2013-04-18 12:00:00,634020,22000,27.4,16.8,9999.9,52
"19424",2013-04-19 03:00:00,634020,2400,17.4,16.8,1005.3,96
"19425",2013-04-20 03:00:00,634020,780,15.8,15.3,9999.9,97
"19426",2013-04-21 09:00:00,634020,22000,27.2,16.3,9999.9,51
"19427",2013-04-21 12:00:00,634020,22000,29.2,15.7,994.9,44
"19428",2013-04-21 15:00:00,634020,840,21,18.1,998.9,84
"19429",2013-04-22 06:00:00,634020,4500,17.5,16,1006.5,91
"19430",2013-04-22 09:00:00,634020,4500,24.5,15.6,9999.9,58
"19431",2013-04-22 15:00:00,634020,6000,23.2,13.8,997.8,56
"19432",2013-04-23 03:00:00,634020,22000,14.4,14.4,1007.2,100
"19433",2013-04-23 06:00:00,634020,1200,16.4,15.7,9999.9,96
"19434",2013-04-23 09:00:00,634020,22000,24,17.5,9999.9,67
"19435",2013-04-23 12:00:00,634020,22000,28.6,15.2,995.1,44
"19436",2013-04-23 15:00:00,634020,4500,24,15,997.7,57
"19437",2013-04-24 03:00:00,634020,30,14.4,14.4,1007.8,100
"19438",2013-04-24 06:00:00,634020,4500,17.8,16.6,1007.4,93
"19439",2013-04-24 09:00:00,634020,22000,25.4,15.9,1001.1,56
"19440",2013-04-24 12:00:00,634020,22000,28.9,13.2,996.7,38
"19441",2013-04-24 15:00:00,634020,22000,27.8,15.5,995.4,47
"19442",2013-04-25 03:00:00,634020,4500,14,14,1008.1,100
"19443",2013-04-25 06:00:00,634020,750,18.2,16.7,1008,91
"19444",2013-04-25 09:00:00,634020,750,25.2,15,9999.9,53
"19445",2013-04-25 12:00:00,634020,870,26.4,16.1,9999.9,53
"19446",2013-04-25 15:00:00,634020,870,23,13.8,9999.9,56
"19447",2013-04-26 06:00:00,634020,4500,18.6,16.5,1000.1,88
"19448",2013-04-26 09:00:00,634020,22000,26.5,16.2,9999.9,53
"19449",2013-04-26 12:00:00,634020,750,29,10.8,996.1,32
"19450",2013-04-26 15:00:00,634020,22000,28.2,13.8,994.8,41
"19451",2013-04-27 06:00:00,634020,3000,20.6,17.4,9999.9,82
"19452",2013-04-27 09:00:00,634020,810,24.2,17.5,9999.9,66
"19453",2013-04-27 12:00:00,634020,3000,27.8,13.1,996.6,40
"19454",2013-04-27 15:00:00,634020,6000,26.5,12.8,995.7,43
